pro_com_t,pop_res_21
17087,481
17088,13956
17089,1136
17090,1633
17091,3718
17092,16617
17093,561
17094,610
17095,375
17096,21648
17097,1462
17098,105
17099,3442
17100,1982
17101,3092
17102,5321
17103,13128
17104,4174
17105,659
17106,3116
17107,12400
17108,1736
17109,2541
17110,514
17111,1646
17112,4542
17113,25739
17114,5023
17115,773
17116,2634
17117,10443
17118,1983
17119,3867
17120,4643
17121,1911
17122,4054
17123,3195
17124,968
17125,12315
17126,2426
17127,14107
17128,1502
17129,4696
17130,3602
17131,173
17132,2139
17133,19975
17134,4815
17135,592
17136,6892
17137,2688
17138,4444
17139,558
17140,582
17141,1455
17142,4684
17143,7872
17144,2434
17145,2660
17146,3744
17147,5142
17148,1743
17149,6910
17150,6855
17151,3533
17152,2798
17153,1493
17155,6723
17156,7219
17157,890
17158,3469
17159,6123
17160,3333
17161,13146
17162,4780
17163,9708
17164,4337
17165,9283
17166,18841
17167,5805
17168,3959
17169,3310
17170,10463
17171,3451
17172,2620
17173,4662
17174,13166
17175,847
17176,1419
17177,1434
17178,3058
17179,8126
17180,1940
17181,1222
17182,1923
17183,1206
17184,1110
17185,1192
17186,6311
17187,7634
17188,13606
17189,2061
17190,5375
17191,518
17192,3687
17193,1416
17194,169
17195,8012
17196,3746
17197,4200
17198,1466
17199,10430
17200,1367
17201,5774
17202,636
17203,1998
17204,8173
17205,1032
17206,4694
18001,797
18002,234
18003,508
18004,3555
18005,1540
18006,384
18007,627
18008,865
18009,1755
18011,958
18012,665
18013,6161
18014,3093
18015,2598
18016,1296
18017,402
18018,914
18019,2643
18020,609
18021,528
18022,702
18023,3437
18024,9353
18025,108
18026,1067
18027,1464
18029,1325
18030,1416
18031,457
18032,877
18033,2377
18034,8783
18035,6790
18036,715
18037,6536
18038,955
18039,1066
18040,536
18041,6619
18042,229
18043,2234
18044,176
18045,692
18046,5418
18047,1136
18048,3906
18049,1297
18050,5288
18051,941
18052,1556
18053,1693
18054,748
18057,982
18058,376
18059,365
18060,4917
18061,4519
18062,1100
18063,803
18064,353
18065,1123
18066,173
18067,202
18068,9620
18069,9456
18071,1384
18072,5235
18073,3193
18074,179
18075,2715
18076,4334
18077,1460
18078,6361
18079,365
18080,1131
18081,2804
18082,129
18083,2055
18084,2448
18085,1752
18086,2434
18087,1656
18088,6263
18089,345
18090,1045
18091,461
18092,1341
18093,3580
18094,863
18095,1511
18096,519
18097,411
18098,253
18099,644
18100,1616
18101,602
18102,15242
18103,291
18104,723
18105,164
18106,1067
18107,1814
18108,303
18109,1848
18110,70971
18111,764
18112,842
18113,1758
18114,2576
18115,1668
18116,692
18117,761
18118,1438
18119,399
18120,1027
18121,1548
18122,5191
18123,5759
18124,529
18125,66
18126,208
18127,629
18128,621
18129,1528
18130,540
18131,858
18133,472
18134,630
18135,4006
18136,1033
18137,6411
18138,5143
18139,1871
18140,1541
18141,950
18142,466
18143,2286
18144,787
18145,540
18146,1501
18147,863
18148,204
18149,652
18150,6313
18151,1152
18152,530
18153,11539
18154,599
18155,1569
18156,525
18157,921
18158,315
18159,2385
18160,3492
18161,824
18162,4463
18163,2318
18164,3647
18165,1026
18166,585
18167,197
18168,2094
18169,1460
18171,3059
18172,95
18173,3339
18174,371
18175,1225
18176,6520
18177,62108
18178,59
18179,767
18180,3291
18181,1526
18182,38592
18183,124
18184,958
18185,1676
18186,995
18187,469
18188,393
18189,1681
18190,3120
18191,826
18192,2472
18193,1043
19001,1126
19002,3854
19003,1953
19004,590
19005,4862
19006,1452
19007,568
19009,1159
19010,1214
19011,674
19012,2166
19013,541
19014,411
19015,2276
19016,3666
19017,1817
19018,1136
19019,523
19020,1773
19021,15127
19022,1575
19023,571
19024,447
19025,9278
19026,5509
19027,282
19028,481
19029,2253
19030,889
19031,1145
19032,1028
19033,1314
19034,1562
19035,34242
19036,71523
19037,1728
19038,625
19039,411
19040,301
19041,3726
19043,1193
19044,999
19045,857
19046,1900
19047,1140
19048,1325
19049,628
19050,1505
19051,1686
19052,2626
19053,1099
19054,1945
19055,2776
19056,1710
19057,2066
19058,2263
19059,2453
19060,718
19061,821
19062,5874
19063,912
19064,2766
19065,1324
19066,3768
19067,8852
19068,3311
19069,1511
19070,586
19072,2491
19073,1115
19074,1258
19075,1578
19076,6302
19077,1411
19078,881
19079,1736
19080,992
19081,3355
19082,529
19083,1831
19084,7919
19085,2258
19086,3072
19087,1122
19088,2109
19089,1276
19090,1904
19091,393
19092,1310
19093,520
19094,3494
19095,3183
19096,900
19097,7511
19098,8559
19099,3031
19100,1488
19101,598
19102,6832
19103,1433
19104,410
19105,490
19106,435
19107,2059
19108,567
19109,2773
19110,1633
19111,3605
19112,4489
19113,3731
19114,461
19115,337
19116,3925
20001,2789
20002,10010
20003,5712
20007,3982
20008,4217
20010,2164
20011,2641
20012,1478
20013,3193
20014,4489
20015,12540
20016,5179
20017,23313
20018,3710
20019,2525
20020,1091
20021,14715
20022,3310
20024,2948
20025,2128
20026,10020
20027,8734
20028,5881
20029,1439
20030,48523
20031,6343
20032,785
20033,7661
20034,4124
20035,5311
20036,4928
20037,2451
20038,6580
20039,6898
20041,1687
20042,6431
20043,1644
20044,2326
20045,16352
20046,1057
20047,5288
20048,1202
20050,2445
20051,5193
20052,6828
20053,8512
20054,4133
20055,6753
20056,1495
20057,11714
20058,1236
20059,1643
20060,1096
20061,7105
20062,1466
20063,2655
20064,1972
20065,21032
20066,19547
20068,2104
20070,7187
20071,14415
20072,5340
20073,1915
97001,3190
97002,2782
97003,2283
97004,4137
97005,2364
97006,4991
97007,1272
97008,3456
97009,3311
97010,4462
97011,2873
97012,5413
97013,13580
97014,1384
97015,841
97016,12954
97017,4373
97018,522
97019,2605
97020,3761
97021,2364
97022,3765
97023,7951
97024,1731
97025,1160
97026,4764
97027,275
97028,1691
97029,1649
97030,2589
97031,2531
97032,321
97033,1220
97034,694
97035,765
97036,8454
97037,2509
97038,2675
97039,2482
97040,1944
97042,47415
97043,2123
97044,5050
97045,4259
97046,10074
97047,380
97048,14380
97049,8688
97050,464
97051,3542
97052,1875
97053,2694
97054,4083
97055,29
97056,3618
97057,8970
97058,6348
97059,6953
97060,1232
97061,4744
97062,3845
97063,324
97064,131
97065,1912
97067,876
97068,2194
97069,2182
97070,2257
97071,6204
97072,3076
97074,2140
97075,2328
97076,2811
97077,146
97078,1769
97079,538
97082,3402
97083,11238
97084,737
97086,2755
97090,2099
97091,5489
97092,4629
97093,502
98001,283
98002,1050
98003,1722
98004,4305
98005,2419
98006,2651
98008,2940
98009,3172
98010,15058
98011,1515
98012,2984
98013,1533
98014,4481
98015,2862
98017,2108
98018,2173
98019,15240
98020,2237
98021,2854
98022,1113
98023,201
98024,1534
98025,2201
98026,2261
98027,1289
98028,2578
98029,2620
98030,2408
98031,44574
98032,7417
98033,65
98034,1356
98035,3005
98036,1755
98037,4348
98038,443
98039,1698
98040,2244
98041,5822
98042,2018
98043,1959
98044,1399
98045,1696
98046,2596
98047,1826
98048,3678
98049,3332
98050,13343
98051,1854
98052,1917
98053,1776
98054,3845
98055,3431
98056,5777
98057,911
98058,1533
98059,1724
98060,1841
98061,7425
98062,1485
108001,15189
108002,2080
108003,6428
108004,17833
108005,6886
108006,7284
108007,11258
108008,15469
108009,12101
108010,16892
108011,6064
108012,34788
108013,4262
108014,2150
108015,17562
108016,7505
108017,7369
108018,6605
108019,38011
108020,8446
108021,15643
108022,3033
108023,41654
108024,25930
108025,7752
108026,8503
108027,34067
108028,45998
108029,7399
108030,22869
108031,4411
108032,5544
108033,123983
108034,23611
108035,23292
108036,5182
108037,4059
108038,3518
108039,44742
108040,23235
108041,8273
108042,4390
108043,8640
108044,10407
108045,13502
108046,7447
108047,4264
108048,9066
108049,13963
108050,25833
108051,6709
108052,5086
108053,10610
108054,15872
108055,4752
21001,1669
21002,1037
21003,403
21004,14817
21005,801
21006,3533
21007,1761
21008,107760
21009,674
21010,2288
21011,22770
21012,2774
21013,17050
21014,395
21015,8039
21016,2684
21017,5581
21018,2321
21019,6887
21020,1560
21021,2939
21022,5197
21023,3486
21024,2198
21025,648
21026,1368
21027,2331
21028,3338
21029,5484
21030,2940
21031,3609
21032,1011
21033,2578
21034,3249
21035,1820
21036,898
21037,5255
21038,5026
21039,2756
21040,18204
21041,12438
21042,4066
21043,342
21044,1549
21045,1275
21046,5207
21047,3123
21048,2796
21049,835
21050,1703
21051,40985
21052,2922
21053,1707
21054,2053
21055,2015
21056,5959
21057,3301
21058,2017
21059,3981
21060,3888
21061,4849
21062,3846
21063,1669
21064,746
21065,196
21066,1935
21067,3689
21068,547
21069,254
21070,4540
21071,2941
21072,8016
21073,1411
21074,3150
21075,1276
21076,3798
21077,3410
21079,3140
21080,3556
21081,3859
21082,1791
21083,3218
21084,1537
21085,2023
21086,7170
21087,2952
21088,1428
21089,2558
21091,1241
21092,1849
21093,6205
21094,1812
21095,1153
21096,1801
21097,4590
21098,3454
21099,2001
21100,1016
21101,2414
21102,1060
21103,949
21104,2904
21105,1083
21106,3143
21107,3089
21108,5973
21109,2325
21110,3315
21111,4810
21112,995
21113,1587
21114,1883
21115,7084
21116,2995
21117,1392
21118,786
22001,8737
22002,1511
22003,3212
22005,1133
22006,17823
22007,4070
22009,5080
22011,1475
22013,2764
22015,450
22017,1526
22018,397
22021,642
22022,6993
22025,4031
22026,253
22029,684
22032,1387
22033,1103
22034,3898
22035,2018
22036,720
22037,1507
22038,1467
22039,1884
22040,584
22042,953
22043,520
22045,222
22047,2325
22048,1182
22049,1075
22050,4124
22051,1128
22052,546
22053,3009
22054,233
22058,710
22059,352
22060,307
22061,4034
22062,7137
22064,1015
22068,686
22071,427
22074,1199
22078,576
22079,5101
22081,912
22083,1062
22085,483
22087,3161
22089,1323
22090,348
22091,396
22092,2562
22093,746
22095,2093
22097,1178
22098,2757
22102,1191
22103,9086
22104,8086
22106,795
22108,867
22109,265
22110,2235
22112,147
22113,596
22114,879
22115,1616
22116,5555
22117,7348
22118,2606
22120,1113
22123,10030
22124,2837
22127,2093
22128,1337
22129,1102
22130,788
22131,839
22133,171
22134,837
22135,994
22136,1833
22137,787
22138,389
22139,21660
22142,647
22143,3069
22144,2432
22147,4510
22150,1338
22153,17902
22155,1390
22156,2876
22157,477
22159,439
22160,1641
22161,40105
22162,419
22163,811
22164,178
22165,555
22167,3958
22168,1109
22169,902
22170,795
22171,1380
22172,1416
22173,367
22176,695
22177,790
22179,1248
22180,1253
22181,704
22182,1177
22183,4556
22184,604
22188,1915
22189,594
22190,1063
22191,2008
22193,704
22195,662
22196,2929
22199,3661
22200,1327
22202,684
22203,1479
22205,120491
22209,463
22210,1377
22213,1816
22216,183
22222,3808
22224,3031
22226,1774
22228,2888
22229,5297
22230,6827
22231,1577
22232,1164
22233,2071
22234,1428
22235,1621
22236,5137
22237,548
22238,1981
22239,715
22240,3289
22241,2283
22242,1398
22243,2912
22244,1768
22245,5244
22246,2910
22247,1396
22248,5173
22249,4754
22250,3590
22251,3060
22252,2498
22253,3605
22254,2586
23001,2360
23002,5209
23003,2382
23004,6286
23005,2580
23006,7186
23007,3219
23008,1752
23009,1961
23010,1362
23011,3538
23012,16007
23013,1323
23014,2467
23015,20598
23016,6956
23017,7808
23018,8506
23019,5513
23020,3630
23021,11930
23022,13243
23023,6001
23024,1508
23025,16640
23026,2560
23027,8423
23028,8654
23029,1082
23030,3849
23031,2454
23032,1900
23033,763
23034,252
23035,4091
23036,4132
23037,5237
23038,10724
23039,5130
23040,11463
23041,3205
23042,8561
23043,6942
23044,25206
23045,3616
23046,3124
23047,2564
23048,4519
23049,4253
23050,8931
23051,7929
23052,16669
23053,8331
23054,3793
23055,10170
23056,1215
23057,3118
23058,17261
23059,10856
23060,7291
23061,2502
23062,2186
23063,3753
23064,5898
23065,2564
23066,1588
23067,2085
23068,3749
23069,20680
23070,4889
23071,25044
23072,4069
23073,15798
23074,576
23075,3013
23076,12713
23077,11999
23078,2542
23079,1446
23080,890
23081,7082
23082,14636
23083,17598
23084,2938
23085,2127
23086,3005
23087,4895
23088,2721
23089,15617
23090,767
23091,257838
23092,5087
23093,2542
23094,10197
23095,5759
23096,33391
23097,15075
23098,4799
24001,1398
24002,1975
24003,1580
24004,11810
24005,2144
24006,7708
24007,3050
24008,25066
24009,6371
24010,865
24012,42168
24013,6384
24014,8459
24015,6542
24016,3201
24017,3998
24018,11280
24019,2529
24020,1302
24021,11165
24022,1669
24024,3535
24025,3725
24026,14932
24027,2853
24028,6093
24029,12502
24030,2506
24032,3141
24034,11766
24035,7659
24036,11260
24037,1277
24038,13849
24039,1561
24040,3624
24041,665
24042,2364
24043,3363
24044,838
24046,4249
24047,3745
24048,10197
24049,127
24050,184
24051,5548
24052,15625
24053,3610
24055,14649
24056,9421
24057,14128
24060,6372
24061,22802
24062,4933
24063,2784
24064,3379
24065,1808
24066,2873
24067,8806
24068,3042
24070,7591
24071,3076
24072,1234
24073,4898
24074,8939
24075,3027
24076,705
24077,2169
24078,8176
24079,4277
24080,560
24081,3093
24082,2800
24083,5808
24084,6174
24085,4238
24086,14214
24087,14566
24088,8158
24089,652
24090,1025
24091,8195
24094,1565
24095,5575
24096,3618
24097,5323
24098,6652
24099,2621
24100,38775
24101,1806
24102,4182
24103,7471
24104,12726
24105,23702
24106,512
24107,5841
24108,11678
24110,8650
24111,25319
24112,1221
24113,3030
24115,2238
24116,109290
24117,1923
24118,6101
24119,6623
24120,1340
24121,794
24122,6833
24123,3032
24124,6283
24125,4964
24126,5986
24127,4671
25001,4071
25002,2681
25003,1151
25004,2202
25005,3165
25006,35505
25007,843
25008,1915
25010,1239
25011,3882
25012,1280
25013,365
25014,357
25015,2086
25016,5648
25017,446
25018,2240
25019,1831
25021,20337
25022,3093
25023,1089
25025,545
25026,2715
25027,1075
25029,5331
25030,1293
25032,560
25033,1285
25035,264
25036,4350
25037,367
25039,3722
25040,7959
25043,616
25044,1184
25045,1597
25046,377
25047,1580
25048,6664
25049,622
25050,2419
25051,1959
25053,10217
25054,489
25055,2416
25056,3074
25057,363
25058,1326
25059,1728
25060,1298
25062,472
25063,1854
25065,1368
25066,825
25067,831
25069,193
25070,3079
25071,5139
25072,6727
25073,2883
25074,13407
26001,6956
26002,4500
26003,8977
26004,5890
26005,7690
26006,7816
26007,4689
26008,11284
26009,12912
26010,11274
26011,2289
26012,33473
26013,7126
26014,2842
26015,3829
26016,3564
26017,3339
26018,2600
26019,5278
26020,5065
26021,34681
26022,6883
26023,6225
26025,6069
26026,8510
26027,3583
26028,5653
26029,5953
26030,2816
26031,5883
26032,5163
26033,5947
26034,4065
26035,9129
26036,9172
26037,4883
26038,9575
26039,5110
26040,9197
26041,2902
26042,3117
26043,27575
26044,4436
26045,1315
26046,31378
26047,4431
26048,2775
26049,10695
26050,6532
26051,20166
26052,4417
26053,3847
26055,21694
26056,7289
26057,11803
26058,8279
26059,12980
26060,737
26061,2182
26062,5085
26063,17013
26064,9902
26065,1720
26066,9262
26067,2096
26068,10868
26069,14666
26070,6599
26071,12756
26072,6887
26073,5136
26074,4870
26075,9025
26076,9887
26077,7260
26078,2982
26079,1841
26080,6149
26081,10074
26082,12173
26083,11665
26084,4246
26085,10713
26086,84930
26087,10161
26088,6832
26089,16482
26090,3651
26091,17538
26092,27354
26093,10160
26094,1695
26095,11436
26096,6516
27001,3790
27002,7171
27003,10717
27004,13158
27005,11383
27006,13139
27007,6103
27008,48130
27009,3161
27010,2884
27011,10252
27012,15046
27013,12144
27014,8406
27015,4166
27016,5833
27017,7023
27018,2776
27019,26145
27020,17433
27021,21401
27022,6257
27023,37974
27024,27285
27025,11296
27026,16153
27027,6990
27028,12285
27029,24465
27030,4673
27031,8003
27032,12892
27033,42131
27034,11750
27035,17604
27036,12805
27037,19002
27038,27446
27039,7589
27040,2250
27041,4804
27042,255609
27043,9973
27044,13445
28001,19868
28002,3210
28003,25931
28004,4212
28005,1823
28006,2123
28007,4824
28008,3361
28009,3103
28010,618
28011,3830
28012,2409
28013,8884
28014,3476
28015,7115
28016,16042
28017,14764
28018,2588
28019,11819
28020,5628
28021,2257
28022,1509
28023,7448
28026,4570
28027,4704
28028,5374
28029,1444
28030,5679
28031,1961
28032,20018
28033,6400
28034,9958
28035,5088
28036,7137
28037,16007
28038,7943
28039,7080
28040,4349
28041,4267
28042,4519
28043,1976
28044,9229
28045,7870
28046,7603
28047,3000
28048,9201
28049,1737
28050,6067
28052,1817
28053,2531
28054,11421
28055,17363
28056,8879
28057,11423
28058,11502
28059,5590
28060,208306
28061,3775
28062,1241
28063,11044
28064,9433
28065,19885
28066,3386
28067,2380
28068,3686
28069,13463
28070,3512
28071,4879
28072,16593
28073,4914
28075,10113
28076,6369
28077,13094
28078,4338
28079,3048
28080,7138
28082,7257
28083,2550
28084,1931
28085,10447
28086,22961
28087,6825
28088,4093
28089,8975
28090,2700
28091,8300
28092,6166
28093,12883
28094,4276
28095,2070
28096,4744
28097,1755
28098,908
28099,13060
28100,22940
28101,5468
28102,2125
28103,10534
28104,6185
28105,3277
28106,8943
28107,7001
29001,18861
29002,4147
29003,2640
29004,9995
29005,1200
29006,2463
29007,1447
29008,681
29009,2624
29010,869
29011,1502
29012,3972
29013,2628
29014,1571
29015,3467
29017,2215
29018,2457
29019,1747
29021,2177
29022,3885
29023,1376
29024,2527
29025,990
29026,1469
29027,2055
29028,1104
29029,11484
29030,3299
29031,3365
29032,1709
29033,11949
29034,1413
29035,1516
29036,1100
29037,3725
29038,2197
29039,9284
29040,6257
29041,49844
29042,1084
29043,1060
29044,3785
29045,3172
29046,7999
29047,2583
29048,4868
29049,1138
29050,1961
29051,852
29052,13939
30001,2181
30002,847
30003,942
30004,3199
30005,2045
30006,2805
30007,1704
30008,3480
30009,5250
30010,2370
30011,1804
30012,711
30013,6404
30014,3890
30015,1583
30016,7761
30018,2758
30019,2874
30020,3708
30021,958
30022,652
30023,13523
30024,667
30025,614
30026,10991
30027,16069
30028,2210
30029,453
30030,3140
30031,2091
30032,2299
30033,156
30034,100
30035,1300
30036,2823
30037,6068
30039,1092
30040,534
30041,908
30042,551
30043,10734
30044,4622
30045,307
30046,13279
30047,680
30048,3682
30049,6765
30051,601
30052,2307
30053,5846
30054,912
30055,6199
30056,1737
30057,6896
30058,2546
30059,1648
30060,1634
30061,496
30062,4802
30063,2459
30064,2397
30065,2596
30066,2829
30067,1804
30068,5136
30069,2869
30070,5312
30071,2028
30072,9302
30073,2411
30074,5531
30075,2411
30076,1347
30077,2499
30078,5413
30079,6912
30080,3565
30081,874
30082,1437
30083,4029
30084,263
30085,733
30086,849
30087,2819
30088,497
30089,448
30090,4819
30091,6147
30092,936
30093,275
30094,385
30095,2372
30097,1981
30098,2836
30099,7989
30100,7375
30101,6030
30102,1050
30103,2106
30104,2312
30105,1220
30106,1703
30107,394
30108,351
30109,3713
30110,865
30111,316
30112,1240
30113,551
30114,3895
30116,8877
30117,4113
30118,14818
30120,2777
30121,10051
30122,2064
30123,2686
30124,2135
30126,1690
30127,7561
30128,1600
30129,99736
30130,2675
30131,1941
30132,840
30133,2188
30135,814
30136,561
30137,1722
30138,1145
30188,6193
30189,1317
30190,6366
30191,707
31001,1627
31002,7100
31003,1352
31004,323
31005,1655
31006,2946
31007,33479
31008,6346
31009,7971
31010,1473
31011,964
31012,28093
31013,695
31014,1529
31015,3663
31016,11755
31017,2140
31018,6080
31019,746
31020,1512
31021,1994
31022,1655
31023,7278
31024,2805
31025,1628
32001,8238
32002,858
32003,12899
32004,5711
32005,1991
32006,199773
93001,268
93002,1302
93004,8681
93005,15557
93006,237
93007,9228
93008,2519
93009,6330
93010,8221
93011,822
93012,1484
93013,5133
93014,350
93015,883
93016,389
93017,17726
93018,2701
93019,370
93020,1495
93021,11679
93022,12620
93024,568
93025,11586
93026,1534
93027,4268
93028,2705
93029,7650
93030,1497
93031,3099
93032,14999
93033,51568
93034,8396
93035,3402
93036,5925
93037,19842
93038,4472
93039,1404
93040,4164
93041,15157
93042,2187
93043,6348
93044,11961
93045,284
93046,343
93047,1789
93049,703
93050,1287
93051,8352
93052,1669
93053,3904
8001,355
8002,595
8003,151
8004,116
8005,336
8006,1068
8007,348
8008,10075
8009,402
8010,808
8011,5491
8012,251
8014,1243
8015,259
8016,1118
8017,1134
8018,272
8019,579
8020,511
8021,1181
8022,615
8023,181
8024,760
8025,674
8026,2264
8027,5675
8028,1086
8029,2067
8030,1293
8031,41976
8032,667
8033,270
8034,169
8035,584
8037,123
8038,196
8039,3180
8040,812
8041,437
8042,1317
8043,760
8044,837
8045,2326
8046,653
8047,472
8048,540
8049,311
8050,2796
8051,290
8052,3041
8053,1258
8054,1254
8055,52327
8056,2038
8057,279
8058,986
8059,13908
8060,238
8061,353
8062,1284
8063,6791
8064,380
8065,23647
8066,248
8067,436
8068,493
9001,10322
9002,23304
9003,5251
9004,9622
9005,1968
9006,7289
9007,582
9008,534
9009,748
9010,1077
9011,2500
9012,4536
9013,2066
9014,355
9015,12664
9016,1705
9017,1430
9018,5367
9019,705
9020,320
9021,132
9022,5025
9023,3290
9024,5392
9025,2084
9026,1048
9027,1906
9028,217
9029,11252
9030,1288
9031,988
9032,408
9033,1716
9034,10717
9035,937
9036,1070
9037,104
9038,3224
9039,498
9040,767
9041,170
9042,2459
9043,215
9044,919
9045,1586
9046,435
9047,923
9048,782
9049,8332
9050,626
9051,833
9052,6980
9053,556
9054,765
9055,1771
9056,58566
9057,3551
9058,2957
9059,820
9060,173
9061,2660
9062,2542
9063,671
9064,8104
9065,12738
9066,365
9067,795
9068,2773
9069,291
10001,11177
10002,2549
10003,2559
10004,4382
10005,1894
10006,5257
10007,5099
10008,2800
10009,6534
10010,3706
10011,6714
10012,3109
10013,1585
10014,3699
10015,27314
10016,2242
10017,8825
10018,5694
10019,267
10020,521
10021,1809
10022,70
10023,434
10024,258
10025,558930
10026,90
10027,1410
10028,12337
10029,2414
10030,417
10031,1468
10032,3523
10033,2638
10034,1475
10035,3537
10036,2478
10037,2609
10038,210
10039,2017
10040,2168
10041,814
10042,510
10043,2472
10044,366
10045,129
10046,28913
10047,9543
10048,913
10049,4202
10050,55
10051,2602
10052,497
10053,2605
10054,8763
10055,5658
10056,1023
10057,3064
10058,7685
10059,17970
10060,4017
10061,494
10062,2225
10063,576
10064,2147
10065,757
10066,375
10067,2322
11001,4291
11002,10172
11003,2274
11004,7337
11005,817
11006,888
11007,1290
11008,1063
11009,519
11010,472
11011,8329
11012,1344
11013,6262
11014,632
11015,91877
11016,9686
11017,5282
11018,596
